PTS_DIFF,FG_PCT_DIFF,FG3_PCT_DIFF,REB_DIFF,AST_DIFF,PLUS_MINUS_DIFF,A_HOME,A_WIN
45,0.16300000000000003,0.181,19,8,90.0,1,1
8,-0.01799999999999996,0.05199999999999999,3,0,16.0,0,1
5,-0.06000000000000005,-0.03799999999999998,-1,-8,10.0,1,1
-16,-0.010000000000000009,-0.026000000000000023,-3,-5,-32.0,0,0
3,-0.03500000000000003,0.12099999999999997,-7,-8,6.0,0,1
3,-0.01100000000000001,-0.02699999999999997,-3,-2,6.0,0,1
-3,-0.067,0.127,-8,2,-6.0,1,0
1,0.07600000000000001,0.0,4,-2,2.0,0,1
9,0.05300000000000005,0.2,-1,-7,18.0,1,1
-5,-0.10700000000000004,-0.10800000000000004,-2,0,-10.0,1,0
-21,-0.12100000000000005,-0.128,-4,-2,-42.0,1,0
18,0.059,0.122,4,14,36.0,1,1
-7,0.022999999999999965,-0.024999999999999994,2,-8,-14.0,0,0
7,0.02100000000000002,0.010000000000000009,-7,11,14.0,0,1
-38,-0.14200000000000002,-0.064,-21,-3,-76.0,0,0
-18,0.02200000000000002,-0.03600000000000003,-16,-7,-36.0,0,0
